13
LK_ID	LK_CMPSEQ	LK_NDUSID	LK_NDDSID	LK_RCUSID	LK_RCDSID	LK_TYPE
1	1	1	11	1	1	1
2	2	12	27	2	2	1
3	3	28	38	3	3	1
4	4	39	46	4	4	1
5	5	47	69	5	5	1
6	6	70	83	6	6	1
7	7	84	93	7	7	1
8	8	94	105	8	8	1
9	9	106	115	9	9	1
10	10	116	122	10	10	1
11	11	123	125	11	11	1
12	12	126	144	12	12	1
13	13	145	160	13	13	1
