Cell_ID,Reach_ID,Reach_Location_Code (0=up; 1=dn),Row,Col,UTMy,UTMx
21,2,0,228,168,3795273.12072,240167.61401,
22,2,1,222,134,3795279.12072,240133.61401,
23,2,1,222,134,3795279.12072,240133.61401,
