CCHE1D_Channel,Reach_ID,Contributing_Cell_ID_Source,Contributing_Cell_ID_Right,Contributing_Cell_ID_Left,Upstream_Reach_ID_1,Upstream_Reach_ID_2,y_US,x_US,y_DS,x_DS
576,237,2371,2372,2373,,,3796282.6207244,237154.11401283,3796098.6207244,236961.11401283
583,230,2301,2302,2303,,,3796277.6207244,236784.11401283,3796031.6207244,236785.11401283
563,250,2501,2502,2503,,,3796256.6207244,237822.11401283,3796192.6207244,237580.11401283
619,194,1941,1942,1943,,,3796239.6207244,235834.11401283,3795869.6207244,235899.11401283
604,209,0,2092,2093,213.0,210.0,3796235.6207244,236538.11401283,3796087.6207244,236438.11401283
566,247,2471,2472,2473,,,3796213.6207244,237580.11401283,3796190.6207244,237575.11401283
565,248,0,2482,2483,250.0,249.0,3796192.6207244,237579.11401283,3796190.6207244,237576.11401283
567,246,0,2462,2463,248.0,247.0,3796189.6207244,237575.11401283,3796117.6207244,237537.11401283
572,241,0,2412,2413,243.0,242.0,3796178.6207244,237363.11401283,3796106.6207244,237325.11401283
492,321,3211,3212,3213,,,3796178.6207244,238127.11401283,3796045.6207244,238011.11401283
605,208,2081,2082,2083,,,3796141.6207244,236363.11401283,3796087.6207244,236436.11401283
493,320,3201,3202,3203,,,3796135.6207244,238013.11401283,3796046.6207244,238011.11401283
568,245,0,2452,2453,251.0,246.0,3796116.6207244,237536.11401283,3796099.6207244,237392.11401283
562,251,2511,2512,2513,,,3796071.6207244,237700.11401283,3796116.6207244,237537.11401283
