811
CH_ID	CH_NDUSID	CH_NDDSID
150	5445	5530
151	5531	5607
152	5608	5647
153	5648	5668
154	5669	5725
155	5726	5763
156	5764	5951
157	5952	5971
158	5972	5982
159	5983	5991
160	5992	6017
161	6018	6040
162	6041	6069
163	6070	6108
164	6109	6125
165	6126	6195
166	6196	6233
167	6234	6363
168	6364	6376
169	6377	6470
170	6471	6490
171	6491	6521
172	6522	6530
173	6531	6567
174	6568	6630
175	6631	6655
176	6656	6682
177	6683	6693
178	6694	6804
179	6805	6847
180	6848	6893
181	6894	6896
182	6897	6949
183	6950	6969
184	6970	6984
185	6985	7044
186	7045	7064
187	7065	7128
188	7129	7172
189	7173	7213
190	7214	7252
191	7253	7295
192	7296	7324
193	7325	7438
194	7439	7443
195	7444	7448
196	7449	7506
197	7507	7509
198	7510	7583
199	7584	7593
200	7594	7626
201	7627	7638
202	7639	7705
203	7706	7712
204	7713	7771
205	7772	7823
206	7824	7864
207	7865	7872
208	7873	7888
209	7889	7914
210	7915	7998
211	7999	8117
212	8118	8160
213	8161	8173
214	8174	8185
215	8186	8262
216	8263	8292
217	8293	8352
218	8353	8385
219	8386	8393
220	8394	8406
221	8407	8419
222	8420	8461
223	8462	8485
224	8486	8508
225	8509	8519
226	8520	8525
227	8526	8540
228	8541	8605
229	8606	8615
230	8616	8695
231	8696	8725
232	8726	8750
233	8751	8821
234	8822	8854
235	8855	8936
236	8937	9015
237	9016	9043
238	9044	9091
239	9092	9191
240	9192	9212
241	9213	9236
242	9237	9322
243	9323	9335
244	9336	9376
245	9377	9379
246	9380	9399
247	9400	9559
248	9560	9584
249	9585	9594
250	9595	9629
251	9630	9642
252	9643	9663
253	9664	9755
254	9756	9846
255	9847	9859
256	9860	9929
257	9930	9992
258	9993	10007
259	10008	10060
260	10061	10111
261	10112	10162
262	10163	10310
263	10311	10322
264	10323	10365
265	10366	10473
266	10474	10531
267	10532	10628
268	10629	10645
269	10646	10652
270	10653	10771
271	10772	10820
272	10821	10827
273	10828	10858
274	10859	10883
275	10884	10919
276	10920	10940
277	10941	10982
278	10983	11057
279	11058	11075
280	11076	11133
281	11134	11147
282	11148	11177
283	11178	11190
284	11191	11203
285	11204	11262
286	11263	11310
287	11311	11373
288	11374	11392
289	11393	11400
290	11401	11490
291	11491	11544
292	11545	11552
293	11553	11582
294	11583	11603
295	11604	11636
296	11637	11648
297	11649	11699
298	11700	11733
299	11734	11749
300	11750	11765
301	11766	11822
302	11823	11835
303	11836	11860
304	11861	11906
305	11907	11925
306	11926	12043
307	12044	12046
308	12047	12099
309	12100	12136
310	12137	12177
311	12178	12219
312	12220	12247
313	12248	12257
314	12258	12291
315	12292	12322
316	12323	12348
317	12349	12356
318	12357	12401
319	12402	12452
320	12453	12518
321	12519	12539
322	12540	12561
323	12562	12593
324	12594	12657
325	12658	12664
326	12665	12733
327	12734	12800
328	12801	12813
329	12814	12865
330	12866	12920
331	12921	12957
332	12958	12988
333	12989	12997
334	12998	13054
335	13055	13096
336	13097	13109
337	13110	13126
338	13127	13131
339	13132	13191
340	13192	13214
341	13215	13223
342	13224	13240
343	13241	13257
344	13258	13266
345	13267	13349
346	13350	13360
347	13361	13397
348	13398	13430
349	13431	13469
350	13470	13481
351	13482	13520
352	13521	13544
353	13545	13551
354	13552	13597
355	13598	13652
356	13653	13672
357	13673	13702
358	13703	13757
359	13758	13776
360	13777	13834
361	13835	13854
362	13855	13943
363	13944	13951
364	13952	13959
365	13960	14029
366	14030	14080
367	14081	14126
368	14127	14148
369	14149	14187
370	14188	14248
371	14249	14265
372	14266	14292
373	14293	14331
374	14332	14376
375	14377	14423
376	14424	14451
377	14452	14465
378	14466	14467
379	14468	14518
380	14519	14580
381	14581	14596
382	14597	14639
383	14640	14642
384	14643	14684
385	14685	14693
386	14694	14741
387	14742	14746
388	14747	14758
389	14759	14814
390	14815	14860
391	14861	14902
392	14903	14912
393	14913	14926
394	14927	14942
395	14943	14976
396	14977	15031
397	15032	15088
398	15089	15102
399	15103	15157
400	15158	15216
401	15217	15229
402	15230	15240
403	15241	15269
404	15270	15352
405	15353	15472
406	15473	15483
407	15484	15538
408	15539	15553
409	15554	15561
410	15562	15647
411	15648	15655
412	15656	15758
413	15759	15765
414	15766	15792
415	15793	15855
416	15856	15878
417	15879	15892
418	15893	16039
419	16040	16047
420	16048	16073
421	16074	16088
422	16089	16113
423	16114	16149
424	16150	16185
425	16186	16197
426	16198	16279
427	16280	16289
428	16290	16310
429	16311	16323
430	16324	16343
431	16344	16379
432	16380	16391
433	16392	16407
434	16408	16413
435	16414	16443
436	16444	16494
437	16495	16539
438	16540	16569
439	16570	16594
440	16595	16626
441	16627	16646
442	16647	16652
443	16653	16715
444	16716	16743
445	16744	16768
446	16769	16811
447	16812	16827
448	16828	16840
449	16841	16859
450	16860	16901
451	16902	16935
452	16936	16940
453	16941	16968
454	16969	16980
455	16981	16988
456	16989	17040
457	17041	17069
458	17070	17143
459	17144	17171
460	17172	17198
461	17199	17236
462	17237	17246
463	17247	17295
464	17296	17299
465	17300	17389
466	17390	17467
467	17468	17483
468	17484	17490
469	17491	17538
470	17539	17563
471	17564	17595
472	17596	17605
473	17606	17636
474	17637	17671
475	17672	17692
476	17693	17712
477	17713	17746
478	17747	17755
479	17756	17805
480	17806	17826
481	17827	17842
482	17843	17859
483	17860	17902
484	17903	17932
485	17933	17968
486	17969	17998
487	17999	18047
488	18048	18058
489	18059	18094
490	18095	18142
491	18143	18197
492	18198	18245
493	18246	18268
494	18269	18289
495	18290	18309
496	18310	18401
497	18402	18426
498	18427	18466
499	18467	18474
500	18475	18483
501	18484	18493
502	18494	18575
503	18576	18621
504	18622	18690
505	18691	18776
506	18777	18787
507	18788	18793
508	18794	18857
509	18858	18916
510	18917	18962
511	18963	18980
512	18981	19034
513	19035	19055
514	19056	19068
515	19069	19093
516	19094	19118
517	19119	19215
518	19216	19252
519	19253	19281
520	19282	19303
521	19304	19371
522	19372	19382
523	19383	19397
524	19398	19423
525	19424	19448
526	19449	19474
527	19475	19495
528	19496	19511
529	19512	19541
530	19542	19573
531	19574	19583
532	19584	19600
533	19601	19629
534	19630	19642
535	19643	19654
536	19655	19702
537	19703	19747
538	19748	19757
539	19758	19812
540	19813	19831
541	19832	19892
542	19893	19909
543	19910	19937
544	19938	19959
545	19960	19991
546	19992	20024
547	20025	20060
548	20061	20077
549	20078	20231
550	20232	20250
551	20251	20293
552	20294	20318
553	20319	20331
554	20332	20403
555	20404	20417
556	20418	20429
557	20430	20481
558	20482	20525
559	20526	20552
560	20553	20574
561	20575	20604
562	20605	20647
563	20648	20709
564	20710	20789
565	20790	20792
566	20793	20800
567	20801	20823
568	20824	20861
569	20862	20877
570	20878	20956
571	20957	21027
572	21028	21049
573	21050	21138
574	21139	21161
575	21162	21220
576	21221	21287
577	21288	21324
578	21325	21384
579	21385	21408
580	21409	21424
581	21425	21548
582	21549	21592
583	21593	21651
584	21652	21685
585	21686	21694
586	21695	21711
587	21712	21767
588	21768	21796
589	21797	21800
590	21801	21812
591	21813	21834
592	21835	21860
593	21861	21904
594	21905	21922
595	21923	21966
596	21967	21996
597	21997	22034
598	22035	22072
599	22073	22141
600	22142	22162
601	22163	22189
602	22190	22196
603	22197	22231
604	22232	22274
605	22275	22298
606	22299	22342
607	22343	22350
608	22351	22365
609	22366	22379
610	22380	22409
611	22410	22425
612	22426	22443
613	22444	22518
614	22519	22629
615	22630	22701
616	22702	22800
617	22801	22803
618	22804	22841
619	22842	22935
620	22936	22987
621	22988	23075
622	23076	23114
623	23115	23132
624	23133	23147
625	23148	23183
626	23184	23190
627	23191	23210
628	23211	23270
629	23271	23285
630	23286	23389
631	23390	23397
632	23398	23439
633	23440	23449
634	23450	23499
635	23500	23557
636	23558	23627
637	23628	23702
638	23703	23715
639	23716	23751
640	23752	23788
641	23789	23814
642	23815	23830
643	23831	23861
644	23862	23906
645	23907	23941
646	23942	23969
647	23970	23990
648	23991	24013
649	24014	24051
650	24052	24060
651	24061	24077
652	24078	24085
653	24086	24092
654	24093	24109
655	24110	24145
656	24146	24179
657	24180	24196
658	24197	24199
659	24200	24204
660	24205	24353
661	24354	24408
662	24409	24433
663	24434	24470
664	24471	24483
665	24484	24528
666	24529	24538
667	24539	24632
668	24633	24652
669	24653	24667
670	24668	24676
671	24677	24690
672	24691	24731
673	24732	24784
674	24785	24845
675	24846	24890
676	24891	24913
677	24914	24971
678	24972	24983
679	24984	25015
680	25016	25024
681	25025	25043
682	25044	25069
683	25070	25091
684	25092	25105
685	25106	25124
686	25125	25160
687	25161	25239
688	25240	25250
689	25251	25262
690	25263	25292
691	25293	25335
692	25336	25340
693	25341	25416
694	25417	25423
695	25424	25505
696	25506	25561
697	25562	25576
698	25577	25594
699	25595	25636
700	25637	25649
701	25650	25664
702	25665	25669
703	25670	25685
704	25686	25779
705	25780	25840
706	25841	25902
707	25903	25909
708	25910	25918
709	25919	25977
710	25978	25997
711	25998	26046
712	26047	26068
713	26069	26110
714	26111	26162
715	26163	26238
716	26239	26256
717	26257	26294
718	26295	26298
719	26299	26352
720	26353	26382
721	26383	26394
722	26395	26406
723	26407	26466
724	26467	26479
725	26480	26509
726	26510	26576
727	26577	26747
728	26748	26760
729	26761	26852
730	26853	26868
731	26869	26879
732	26880	26904
733	26905	26960
734	26961	27006
735	27007	27096
736	27097	27110
737	27111	27144
738	27145	27179
739	27180	27193
740	27194	27270
741	27271	27309
742	27310	27317
743	27318	27330
744	27331	27365
745	27366	27403
746	27404	27437
747	27438	27490
748	27491	27506
749	27507	27522
750	27523	27529
751	27530	27543
752	27544	27547
753	27548	27578
754	27579	27581
755	27582	27658
756	27659	27665
757	27666	27675
758	27676	27735
759	27736	27738
760	27739	27788
761	27789	27804
762	27805	27885
763	27886	27940
764	27941	27970
765	27971	27983
766	27984	28002
767	28003	28023
768	28024	28047
769	28048	28092
770	28093	28118
771	28119	28140
772	28141	28168
773	28169	28187
774	28188	28250
775	28251	28257
776	28258	28357
777	28358	28414
778	28415	28478
779	28479	28618
780	28619	28644
781	28645	28664
782	28665	28835
783	28836	28897
784	28898	28943
785	28944	28972
786	28973	29012
787	29013	29065
788	29066	29076
789	29077	29139
790	29140	29150
791	29151	29164
792	29165	29175
793	29176	29203
794	29204	29269
795	29270	29276
796	29277	29281
797	29282	29297
798	29298	29369
799	29370	29405
800	29406	29444
801	29445	29468
802	29469	29584
803	29585	29602
804	29603	29671
805	29672	29690
806	29691	29701
807	29702	29752
808	29753	29835
809	29836	29858
810	29859	29875
811	29876	29927
