CCHE1D_Channel,Reach_ID,Drainage_Area_[ha],Contributing_Cell_ID_Source,Contributing_Cell_ID_Right,Contributing_Cell_ID_Left,Upstream_Reach_ID_1,Upstream_Reach_ID_2,y_US,x_US,y_DS,x_DS
2,2,11.61,21,22,23,,,3795272.620724,240167.114013,3795278.620724,240133.114013
