Reach_ID,Receiving_Reach,Vegetation_Code,Elevation,Slope,Mannings_n,Infiltration_Rate,Hydraulic_Geom_ID,Length,Top_Width,Flow_Depth,Valley_Width,Valley_Mannings_n,Start_Diversion,Stop_Diversion,Travel_Time,Clay_Scour_Code,Silt_Scour_Code,Sand_Scour_Code,Small_Agg_Scour_Code,Large_Agg_Scour_Code,Valley_Clay_Scour_Code,Valley_Silt_Scour_Code,Valley_Sand_Scour_Code,Valley_Small_Agg_Scour_Code,Valley_Large_Agg_Scour_Code,Delivery_Ratio,Input_Units_Code
312,310,,94.80,0.00256,,,,39.04,,,,,,,,,,,,,,,,,,,1
313,312,,94.90,0.00002,,,,34.38,,,,,,,,,,,,,,,,,,,1
314,313,,94.90,0.00002,,,,27.80,,,,,,,,,,,,,,,,,,,1
315,314,,100.47,0.04217,,,,192.07,,,,,,,,,,,,,,,,,,,1
316,314,,95.13,0.00434,,,,114.98,,,,,,,,,,,,,,,,,,,1
317,316,,100.90,0.02409,,,,444.22,,,,,,,,,,,,,,,,,,,1
318,317,,107.04,0.02108,,,,90.15,,,,,,,,,,,,,,,,,,,1
319,317,,106.86,0.01269,,,,94.57,,,,,,,,,,,,,,,,,,,1
320,319,,108.97,0.02969,,,,104.43,,,,,,,,,,,,,,,,,,,1
321,319,,109.67,0.02231,,,,224.14,,,,,,,,,,,,,,,,,,,1
323,316,,95.49,0.00174,,,,57.87,,,,,,,,,,,,,,,,,,,1
324,323,,100.22,0.04821,,,,149.34,,,,,,,,,,,,,,,,,,,1
325,323,,95.66,0.00921,,,,43.38,,,,,,,,,,,,,,,,,,,1
326,325,,96.27,0.00418,,,,167.85,,,,,,,,,,,,,,,,,,,1
327,326,,105.89,0.02532,,,,786.01,,,,,,,,,,,,,,,,,,,1
328,326,,96.60,0.00002,,,,8.66,,,,,,,,,,,,,,,,,,,1
329,328,,96.79,0.00277,,,,144.58,,,,,,,,,,,,,,,,,,,1
330,329,,104.36,0.03303,,,,369.37,,,,,,,,,,,,,,,,,,,1
331,329,,97.00,0.00002,,,,6.83,,,,,,,,,,,,,,,,,,,1
332,331,,97.67,0.01070,,,,149.44,,,,,,,,,,,,,,,,,,,1
333,332,,100.16,0.07754,,,,42.56,,,,,,,,,,,,,,,,,,,1
334,332,,98.60,0.00002,,,,52.04,,,,,,,,,,,,,,,,,,,1
335,334,,103.02,0.03513,,,,199.24,,,,,,,,,,,,,,,,,,,1
336,334,,98.68,0.00292,,,,171.34,,,,,,,,,,,,,,,,,,,1
337,336,,99.35,0.01105,,,,36.21,,,,,,,,,,,,,,,,,,,1
338,337,,100.76,0.01506,,,,132.85,,,,,,,,,,,,,,,,,,,1
339,338,,106.05,0.03104,,,,328.63,,,,,,,,,,,,,,,,,,,1
340,338,,102.77,0.00784,,,,344.58,,,,,,,,,,,,,,,,,,,1
341,340,,105.20,0.02067,,,,96.77,,,,,,,,,,,,,,,,,,,1
342,341,,110.24,0.04300,,,,225.59,,,,,,,,,,,,,,,,,,,1
343,341,,109.56,0.07386,,,,109.67,,,,,,,,,,,,,,,,,,,1
344,340,,108.92,0.07811,,,,94.74,,,,,,,,,,,,,,,,,,,1
345,337,,99.98,0.00463,,,,172.67,,,,,,,,,,,,,,,,,,,1
346,345,,104.57,0.03943,,,,159.78,,,,,,,,,,,,,,,,,,,1
347,345,,100.45,0.00297,,,,67.56,,,,,,,,,,,,,,,,,,,1
348,347,,100.86,0.00835,,,,47.90,,,,,,,,,,,,,,,,,,,1
349,348,,104.85,0.03479,,,,192.55,,,,,,,,,,,,,,,,,,,1
350,349,,109.14,0.03355,,,,83.46,,,,,,,,,,,,,,,,,,,1
351,349,,111.58,0.03119,,,,240.49,,,,,,,,,,,,,,,,,,,1
352,348,,101.28,0.00280,,,,285.56,,,,,,,,,,,,,,,,,,,1
353,352,,101.92,0.00514,,,,77.77,,,,,,,,,,,,,,,,,,,1
354,353,,105.60,0.05233,,,,91.74,,,,,,,,,,,,,,,,,,,1
355,354,,107.87,0.02482,,,,245.79,,,,,,,,,,,,,,,,,,,1
356,354,,106.90,0.00002,,,,7.41,,,,,,,,,,,,,,,,,,,1
357,356,,111.67,0.02350,,,,382.96,,,,,,,,,,,,,,,,,,,1
358,356,,108.46,0.03187,,,,203.97,,,,,,,,,,,,,,,,,,,1
359,358,,113.87,0.01398,,,,42.94,,,,,,,,,,,,,,,,,,,1
360,358,,114.25,0.02361,,,,67.77,,,,,,,,,,,,,,,,,,,1
361,353,,102.61,0.00455,,,,286.14,,,,,,,,,,,,,,,,,,,1
362,361,,103.40,0.00002,,,,69.46,,,,,,,,,,,,,,,,,,,1
363,362,,110.26,0.05020,,,,211.11,,,,,,,,,,,,,,,,,,,1
364,362,,103.40,0.00002,,,,9.24,,,,,,,,,,,,,,,,,,,1
365,364,,103.92,0.00576,,,,173.37,,,,,,,,,,,,,,,,,,,1
366,365,,104.83,0.00486,,,,185.51,,,,,,,,,,,,,,,,,,,1
367,366,,106.81,0.05853,,,,73.46,,,,,,,,,,,,,,,,,,,1
368,367,,116.27,0.02553,,,,415.26,,,,,,,,,,,,,,,,,,,1
369,367,,110.74,0.03625,,,,46.90,,,,,,,,,,,,,,,,,,,1
370,369,,114.72,0.04644,,,,133.51,,,,,,,,,,,,,,,,,,,1
371,369,,112.04,0.00779,,,,141.18,,,,,,,,,,,,,,,,,,,1
372,371,,112.40,0.00002,,,,15.24,,,,,,,,,,,,,,,,,,,1
373,372,,114.51,0.03103,,,,157.89,,,,,,,,,,,,,,,,,,,1
374,373,,118.00,0.02187,,,,54.87,,,,,,,,,,,,,,,,,,,1
375,373,,118.13,0.02161,,,,78.67,,,,,,,,,,,,,,,,,,,1
376,372,,112.66,0.00616,,,,113.57,,,,,,,,,,,,,,,,,,,1
377,376,,116.54,0.02936,,,,190.72,,,,,,,,,,,,,,,,,,,1
378,376,,113.81,0.01546,,,,103.50,,,,,,,,,,,,,,,,,,,1
379,378,,116.76,0.04111,,,,68.11,,,,,,,,,,,,,,,,,,,1
380,379,,118.94,0.01459,,,,239.84,,,,,,,,,,,,,,,,,,,1
381,379,,118.27,0.00825,,,,157.53,,,,,,,,,,,,,,,,,,,1
382,381,,119.04,0.00466,,,,85.90,,,,,,,,,,,,,,,,,,,1
383,381,,120.38,0.01649,,,,224.44,,,,,,,,,,,,,,,,,,,1
384,378,,115.77,0.07299,,,,39.73,,,,,,,,,,,,,,,,,,,1
385,371,,116.48,0.02533,,,,240.89,,,,,,,,,,,,,,,,,,,1
386,366,,110.40,0.06153,,,,123.50,,,,,,,,,,,,,,,,,,,1
387,386,,115.14,0.02816,,,,145.58,,,,,,,,,,,,,,,,,,,1
388,386,,115.09,0.02593,,,,142.71,,,,,,,,,,,,,,,,,,,1
389,365,,112.97,0.02813,,,,444.36,,,,,,,,,,,,,,,,,,,1
390,364,,104.82,0.07288,,,,46.63,,,,,,,,,,,,,,,,,,,1
391,361,,111.75,0.02540,,,,503.99,,,,,,,,,,,,,,,,,,,1
392,352,,103.21,0.01624,,,,301.66,,,,,,,,,,,,,,,,,,,1
393,392,,108.50,0.04566,,,,65.70,,,,,,,,,,,,,,,,,,,1
394,392,,106.60,0.00002,,,,78.11,,,,,,,,,,,,,,,,,,,1
395,394,,106.89,0.00810,,,,98.70,,,,,,,,,,,,,,,,,,,1
396,395,,110.67,0.03019,,,,215.28,,,,,,,,,,,,,,,,,,,1
397,396,,116.13,0.02377,,,,168.31,,,,,,,,,,,,,,,,,,,1
398,396,,114.36,0.02743,,,,32.80,,,,,,,,,,,,,,,,,,,1
399,395,,107.55,0.02022,,,,29.66,,,,,,,,,,,,,,,,,,,1
400,399,,108.05,0.00176,,,,57.04,,,,,,,,,,,,,,,,,,,1
401,400,,108.23,0.01765,,,,28.31,,,,,,,,,,,,,,,,,,,1
402,401,,113.78,0.02475,,,,294.91,,,,,,,,,,,,,,,,,,,1
403,402,,116.49,0.02591,,,,42.46,,,,,,,,,,,,,,,,,,,1
404,402,,116.20,0.02339,,,,25.66,,,,,,,,,,,,,,,,,,,1
405,401,,113.02,0.02804,,,,313.84,,,,,,,,,,,,,,,,,,,1
406,400,,110.16,0.05332,,,,123.78,,,,,,,,,,,,,,,,,,,1
407,406,,116.29,0.01633,,,,294.02,,,,,,,,,,,,,,,,,,,1
408,406,,114.71,0.00128,,,,77.67,,,,,,,,,,,,,,,,,,,1
409,399,,111.14,0.04172,,,,165.41,,,,,,,,,,,,,,,,,,,1
410,394,,109.95,0.02977,,,,332.53,,,,,,,,,,,,,,,,,,,1
411,347,,101.59,0.02968,,,,67.36,,,,,,,,,,,,,,,,,,,1
412,411,,109.13,0.03246,,,,415.86,,,,,,,,,,,,,,,,,,,1
413,411,,105.23,0.15635,,,,28.14,,,,,,,,,,,,,,,,,,,1
414,336,,101.83,0.02227,,,,251.45,,,,,,,,,,,,,,,,,,,1
415,414,,106.94,0.09023,,,,32.14,,,,,,,,,,,,,,,,,,,1
416,414,,105.06,0.09235,,,,5.41,,,,,,,,,,,,,,,,,,,1
417,416,,110.08,0.04290,,,,226.10,,,,,,,,,,,,,,,,,,,1
418,416,,109.98,0.03001,,,,306.53,,,,,,,,,,,,,,,,,,,1
419,331,,105.08,0.03585,,,,398.89,,,,,,,,,,,,,,,,,,,1
420,328,,101.25,0.05474,,,,153.44,,,,,,,,,,,,,,,,,,,1
421,325,,98.07,0.06936,,,,73.53,,,,,,,,,,,,,,,,,,,1
422,316,,99.96,0.03101,,,,251.59,,,,,,,,,,,,,,,,,,,1
423,422,,106.62,0.02638,,,,223.66,,,,,,,,,,,,,,,,,,,1
424,422,,105.84,0.02502,,,,163.85,,,,,,,,,,,,,,,,,,,1
425,313,,97.63,0.10941,,,,43.87,,,,,,,,,,,,,,,,,,,1
426,312,,102.39,0.05142,,,,221.72,,,,,,,,,,,,,,,,,,,1
427,309,,96.72,0.04343,,,,138.15,,,,,,,,,,,,,,,,,,,1
428,427,,103.05,0.03358,,,,157.82,,,,,,,,,,,,,,,,,,,1
429,427,,102.20,0.02913,,,,133.88,,,,,,,,,,,,,,,,,,,1
430,306,,98.47,0.05702,,,,191.17,,,,,,,,,,,,,,,,,,,1
431,301,,93.56,0.01575,,,,76.11,,,,,,,,,,,,,,,,,,,1
432,300,,93.33,0.04295,,,,67.53,,,,,,,,,,,,,,,,,,,1
433,299,,91.74,0.00312,,,,96.12,,,,,,,,,,,,,,,,,,,1
434,433,,92.65,0.00678,,,,235.95,,,,,,,,,,,,,,,,,,,1
435,434,,93.50,0.00002,,,,36.04,,,,,,,,,,,,,,,,,,,1
436,435,,93.95,0.00498,,,,160.74,,,,,,,,,,,,,,,,,,,1
437,436,,94.57,0.00553,,,,90.28,,,,,,,,,,,,,,,,,,,1
438,437,,98.25,0.06986,,,,90.18,,,,,,,,,,,,,,,,,,,1
439,437,,95.25,0.00484,,,,165.23,,,,,,,,,,,,,,,,,,,1
440,439,,101.47,0.06140,,,,143.33,,,,,,,,,,,,,,,,,,,1
441,439,,95.73,0.00752,,,,39.90,,,,,,,,,,,,,,,,,,,1
442,441,,96.86,0.01267,,,,142.12,,,,,,,,,,,,,,,,,,,1
443,442,,101.12,0.06171,,,,113.43,,,,,,,,,,,,,,,,,,,1
444,442,,98.95,0.01026,,,,224.21,,,,,,,,,,,,,,,,,,,1
445,444,,101.19,0.07791,,,,24.38,,,,,,,,,,,,,,,,,,,1
446,445,,103.46,0.06843,,,,61.38,,,,,,,,,,,,,,,,,,,1
447,445,,106.19,0.02593,,,,374.13,,,,,,,,,,,,,,,,,,,1
448,444,,103.41,0.01748,,,,429.10,,,,,,,,,,,,,,,,,,,1
449,448,,107.50,0.00002,,,,8.07,,,,,,,,,,,,,,,,,,,1
450,449,,111.62,0.03113,,,,224.87,,,,,,,,,,,,,,,,,,,1
451,449,,107.73,0.01909,,,,41.90,,,,,,,,,,,,,,,,,,,1
452,451,,110.51,0.01960,,,,178.55,,,,,,,,,,,,,,,,,,,1
453,452,,113.48,0.03449,,,,121.78,,,,,,,,,,,,,,,,,,,1
454,452,,113.87,0.03695,,,,129.91,,,,,,,,,,,,,,,,,,,1
455,451,,111.87,0.02567,,,,358.37,,,,,,,,,,,,,,,,,,,1
456,448,,109.84,0.03431,,,,125.33,,,,,,,,,,,,,,,,,,,1
457,441,,99.53,0.03872,,,,247.94,,,,,,,,,,,,,,,,,,,1
458,457,,105.50,0.00002,,,,31.83,,,,,,,,,,,,,,,,,,,1
459,457,,105.50,0.00002,,,,51.83,,,,,,,,,,,,,,,,,,,1
460,459,,105.88,0.01219,,,,131.20,,,,,,,,,,,,,,,,,,,1
461,460,,107.25,0.01635,,,,12.24,,,,,,,,,,,,,,,,,,,1
462,461,,109.13,0.02037,,,,157.10,,,,,,,,,,,,,,,,,,,1
463,461,,109.68,0.02333,,,,197.17,,,,,,,,,,,,,,,,,,,1
464,463,,112.95,0.02258,,,,84.15,,,,,,,,,,,,,,,,,,,1
465,463,,112.45,0.02332,,,,51.46,,,,,,,,,,,,,,,,,,,1
466,460,,108.41,0.03355,,,,71.53,,,,,,,,,,,,,,,,,,,1
467,459,,107.02,0.02759,,,,192.07,,,,,,,,,,,,,,,,,,,1
468,436,,98.41,0.04497,,,,111.18,,,,,,,,,,,,,,,,,,,1
469,435,,94.68,0.01229,,,,130.20,,,,,,,,,,,,,,,,,,,1
470,469,,100.76,0.02953,,,,301.35,,,,,,,,,,,,,,,,,,,1
471,469,,95.68,0.03413,,,,20.49,,,,,,,,,,,,,,,,,,,1
472,471,,99.00,0.04791,,,,89.74,,,,,,,,,,,,,,,,,,,1
473,471,,97.66,0.03489,,,,143.30,,,,,,,,,,,,,,,,,,,1
474,473,,101.28,0.00953,,,,115.44,,,,,,,,,,,,,,,,,,,1
475,474,,102.67,0.01136,,,,140.85,,,,,,,,,,,,,,,,,,,1
476,475,,106.23,0.02399,,,,212.55,,,,,,,,,,,,,,,,,,,1
477,475,,105.33,0.02264,,,,229.74,,,,,,,,,,,,,,,,,,,1
478,474,,103.30,0.02207,,,,140.47,,,,,,,,,,,,,,,,,,,1
479,473,,100.93,0.02184,,,,18.31,,,,,,,,,,,,,,,,,,,1
480,479,,101.97,0.01614,,,,68.18,,,,,,,,,,,,,,,,,,,1
481,479,,101.69,0.01986,,,,45.31,,,,,,,,,,,,,,,,,,,1
482,434,,97.72,0.05081,,,,163.34,,,,,,,,,,,,,,,,,,,1
483,433,,94.73,0.07438,,,,83.36,,,,,,,,,,,,,,,,,,,1
484,298,,93.20,0.05813,,,,56.77,,,,,,,,,,,,,,,,,,,1
485,289,,93.03,0.03738,,,,96.33,,,,,,,,,,,,,,,,,,,1
486,288,,90.36,0.04297,,,,41.80,,,,,,,,,,,,,,,,,,,1
487,486,,94.98,0.02188,,,,383.89,,,,,,,,,,,,,,,,,,,1
488,486,,91.30,0.00197,,,,51.21,,,,,,,,,,,,,,,,,,,1
489,488,,92.06,0.01052,,,,171.02,,,,,,,,,,,,,,,,,,,1
490,489,,95.54,0.02692,,,,163.48,,,,,,,,,,,,,,,,,,,1
491,490,,98.21,0.01327,,,,113.02,,,,,,,,,,,,,,,,,,,1
492,490,,97.74,0.01115,,,,62.84,,,,,,,,,,,,,,,,,,,1
493,492,,98.99,0.01075,,,,120.92,,,,,,,,,,,,,,,,,,,1
494,493,,99.89,0.02278,,,,30.73,,,,,,,,,,,,,,,,,,,1
495,493,,102.67,0.00883,,,,714.07,,,,,,,,,,,,,,,,,,,1
496,492,,98.65,0.01628,,,,61.43,,,,,,,,,,,,,,,,,,,1
497,489,,97.56,0.07099,,,,102.84,,,,,,,,,,,,,,,,,,,1
498,488,,95.60,0.02497,,,,304.39,,,,,,,,,,,,,,,,,,,1
499,287,,91.19,0.02434,,,,127.30,,,,,,,,,,,,,,,,,,,1
500,280,,88.87,0.10270,,,,25.31,,,,,,,,,,,,,,,,,,,1
501,500,,96.27,0.02390,,,,502.05,,,,,,,,,,,,,,,,,,,1
502,500,,90.13,0.00964,,,,31.14,,,,,,,,,,,,,,,,,,,1
503,279,,94.28,0.02879,,,,420.24,,,,,,,,,,,,,,,,,,,1
504,503,,99.15,0.00696,,,,28.73,,,,,,,,,,,,,,,,,,,1
505,503,,99.69,0.02104,,,,66.53,,,,,,,,,,,,,,,,,,,1
506,276,,93.06,0.04074,,,,265.11,,,,,,,,,,,,,,,,,,,1
507,275,,88.93,0.08515,,,,44.63,,,,,,,,,,,,,,,,,,,1
508,188,,91.88,0.02139,,,,565.64,,,,,,,,,,,,,,,,,,,1
509,187,,90.87,0.02610,,,,394.68,,,,,,,,,,,,,,,,,,,1
510,509,,96.81,0.02841,,,,137.30,,,,,,,,,,,,,,,,,,,1
511,509,,95.56,0.02175,,,,45.97,,,,,,,,,,,,,,,,,,,1
512,166,,85.75,0.07206,,,,49.94,,,,,,,,,,,,,,,,,,,1
513,159,,87.41,0.02693,,,,278.52,,,,,,,,,,,,,,,,,,,1
514,158,,86.57,0.01894,,,,258.66,,,,,,,,,,,,,,,,,,,1
515,514,,89.39,0.02608,,,,61.36,,,,,,,,,,,,,,,,,,,1
516,514,,91.79,0.02327,,,,270.76,,,,,,,,,,,,,,,,,,,1
517,155,,87.09,0.02490,,,,260.98,,,,,,,,,,,,,,,,,,,1
518,154,,85.80,0.02431,,,,156.30,,,,,,,,,,,,,,,,,,,1
519,518,,87.38,0.01840,,,,70.63,,,,,,,,,,,,,,,,,,,1
520,518,,87.59,0.03886,,,,54.04,,,,,,,,,,,,,,,,,,,1
521,139,,80.18,0.00725,,,,41.21,,,,,,,,,,,,,,,,,,,1
522,521,,84.58,0.02459,,,,199.28,,,,,,,,,,,,,,,,,,,1
523,521,,81.50,0.01285,,,,217.91,,,,,,,,,,,,,,,,,,,1
524,523,,83.68,0.00491,,,,264.97,,,,,,,,,,,,,,,,,,,1
525,524,,84.52,0.00584,,,,51.28,,,,,,,,,,,,,,,,,,,1
526,525,,85.96,0.12080,,,,14.90,,,,,,,,,,,,,,,,,,,1
527,526,,88.95,0.03108,,,,222.04,,,,,,,,,,,,,,,,,,,1
528,526,,86.50,0.00002,,,,35.38,,,,,,,,,,,,,,,,,,,1
529,525,,84.90,0.00153,,,,197.92,,,,,,,,,,,,,,,,,,,1
530,529,,85.00,0.00002,,,,2.41,,,,,,,,,,,,,,,,,,,1
531,530,,88.53,0.03102,,,,206.27,,,,,,,,,,,,,,,,,,,1
532,530,,85.16,0.00431,,,,69.18,,,,,,,,,,,,,,,,,,,1
533,532,,91.19,0.03484,,,,292.75,,,,,,,,,,,,,,,,,,,1
534,532,,85.83,0.00529,,,,245.91,,,,,,,,,,,,,,,,,,,1
535,534,,86.60,0.00001,,,,1.00,,,,,,,,,,,,,,,,,,,1
536,535,,87.07,0.02047,,,,58.63,,,,,,,,,,,,,,,,,,,1
537,536,,88.22,0.00622,,,,128.68,,,,,,,,,,,,,,,,,,,1
538,537,,90.75,0.02337,,,,226.78,,,,,,,,,,,,,,,,,,,1
539,538,,96.31,0.02693,,,,211.69,,,,,,,,,,,,,,,,,,,1
540,538,,95.15,0.01532,,,,182.79,,,,,,,,,,,,,,,,,,,1
541,540,,98.57,0.02706,,,,121.98,,,,,,,,,,,,,,,,,,,1
542,540,,97.73,0.02738,,,,76.70,,,,,,,,,,,,,,,,,,,1
543,537,,91.93,0.02209,,,,285.26,,,,,,,,,,,,,,,,,,,1
544,543,,97.30,0.03603,,,,180.42,,,,,,,,,,,,,,,,,,,1
545,543,,96.22,0.02920,,,,99.33,,,,,,,,,,,,,,,,,,,1
546,536,,88.49,0.00812,,,,221.88,,,,,,,,,,,,,,,,,,,1
547,546,,92.29,0.02442,,,,237.48,,,,,,,,,,,,,,,,,,,1
548,546,,90.53,0.00765,,,,339.82,,,,,,,,,,,,,,,,,,,1
549,548,,92.57,0.01706,,,,29.31,,,,,,,,,,,,,,,,,,,1
550,548,,92.20,0.00002,,,,29.66,,,,,,,,,,,,,,,,,,,1
551,550,,95.93,0.01753,,,,427.85,,,,,,,,,,,,,,,,,,,1
552,550,,92.69,0.01339,,,,89.60,,,,,,,,,,,,,,,,,,,1
553,552,,97.35,0.02625,,,,270.53,,,,,,,,,,,,,,,,,,,1
554,552,,93.42,0.00120,,,,83.43,,,,,,,,,,,,,,,,,,,1
555,554,,97.31,0.02446,,,,265.81,,,,,,,,,,,,,,,,,,,1
556,555,,100.02,0.00217,,,,137.58,,,,,,,,,,,,,,,,,,,1
557,555,,100.21,0.02232,,,,89.57,,,,,,,,,,,,,,,,,,,1
558,554,,95.10,0.01595,,,,263.32,,,,,,,,,,,,,,,,,,,1
559,558,,99.20,0.01264,,,,213.68,,,,,,,,,,,,,,,,,,,1
560,559,,100.66,0.01450,,,,27.56,,,,,,,,,,,,,,,,,,,1
561,560,,101.49,0.01374,,,,109.15,,,,,,,,,,,,,,,,,,,1
562,560,,101.94,0.01592,,,,182.17,,,,,,,,,,,,,,,,,,,1
563,559,,100.71,0.01780,,,,50.53,,,,,,,,,,,,,,,,,,,1
564,558,,99.81,0.02461,,,,174.72,,,,,,,,,,,,,,,,,,,1
565,535,,86.80,0.00387,,,,154.88,,,,,,,,,,,,,,,,,,,1
566,565,,87.50,0.00458,,,,174.81,,,,,,,,,,,,,,,,,,,1
567,566,,88.00,0.00002,,,,43.56,,,,,,,,,,,,,,,,,,,1
568,567,,89.30,0.00447,,,,403.79,,,,,,,,,,,,,,,,,,,1
569,568,,90.22,0.01817,,,,32.87,,,,,,,,,,,,,,,,,,,1
570,569,,91.98,0.03864,,,,72.46,,,,,,,,,,,,,,,,,,,1
571,569,,90.50,0.00536,,,,74.74,,,,,,,,,,,,,,,,,,,1
572,571,,90.80,0.00002,,,,33.28,,,,,,,,,,,,,,,,,,,1
573,572,,93.51,0.03766,,,,106.18,,,,,,,,,,,,,,,,,,,1
574,572,,91.68,0.00447,,,,290.98,,,,,,,,,,,,,,,,,,,1
575,574,,92.10,0.00002,,,,16.49,,,,,,,,,,,,,,,,,,,1
576,575,,92.45,0.00540,,,,73.94,,,,,,,,,,,,,,,,,,,1
577,576,,92.50,0.00002,,,,53.97,,,,,,,,,,,,,,,,,,,1
578,577,,97.00,0.04004,,,,197.24,,,,,,,,,,,,,,,,,,,1
579,577,,93.30,0.00583,,,,274.18,,,,,,,,,,,,,,,,,,,1
580,579,,94.10,0.00002,,,,33.97,,,,,,,,,,,,,,,,,,,1
581,580,,94.38,0.00343,,,,145.50,,,,,,,,,,,,,,,,,,,1
582,581,,98.85,0.04567,,,,170.78,,,,,,,,,,,,,,,,,,,1
583,581,,95.09,0.00419,,,,262.85,,,,,,,,,,,,,,,,,,,1
584,583,,101.76,0.03184,,,,251.25,,,,,,,,,,,,,,,,,,,1
585,583,,95.70,0.00002,,,,55.70,,,,,,,,,,,,,,,,,,,1
586,585,,96.67,0.00679,,,,324.30,,,,,,,,,,,,,,,,,,,1
587,586,,104.12,0.02770,,,,324.99,,,,,,,,,,,,,,,,,,,1
588,586,,97.90,0.00002,,,,25.80,,,,,,,,,,,,,,,,,,,1
589,588,,104.44,0.03252,,,,307.49,,,,,,,,,,,,,,,,,,,1
590,588,,98.04,0.00477,,,,146.61,,,,,,,,,,,,,,,,,,,1
591,590,,102.76,0.06713,,,,92.36,,,,,,,,,,,,,,,,,,,1
592,590,,99.34,0.01087,,,,92.01,,,,,,,,,,,,,,,,,,,1
593,592,,105.75,0.03279,,,,314.08,,,,,,,,,,,,,,,,,,,1
594,592,,100.10,0.00501,,,,239.58,,,,,,,,,,,,,,,,,,,1
595,594,,101.70,0.00751,,,,213.18,,,,,,,,,,,,,,,,,,,1
596,595,,102.43,0.00704,,,,28.38,,,,,,,,,,,,,,,,,,,1
597,596,,107.36,0.06236,,,,115.47,,,,,,,,,,,,,,,,,,,1
598,596,,103.64,0.01031,,,,145.58,,,,,,,,,,,,,,,,,,,1
599,598,,108.91,0.05106,,,,156.67,,,,,,,,,,,,,,,,,,,1
600,598,,104.59,0.02209,,,,40.73,,,,,,,,,,,,,,,,,,,1
601,600,,109.76,0.05000,,,,129.98,,,,,,,,,,,,,,,,,,,1
602,600,,107.43,0.02641,,,,189.31,,,,,,,,,,,,,,,,,,,1
603,602,,110.75,0.01060,,,,188.75,,,,,,,,,,,,,,,,,,,1
604,603,,114.15,0.02138,,,,173.02,,,,,,,,,,,,,,,,,,,1
605,603,,115.08,0.02122,,,,249.81,,,,,,,,,,,,,,,,,,,1
606,602,,110.00,0.00001,,,,4.41,,,,,,,,,,,,,,,,,,,1
607,606,,113.26,0.01438,,,,563.33,,,,,,,,,,,,,,,,,,,1
608,606,,111.39,0.03363,,,,83.25,,,,,,,,,,,,,,,,,,,1
609,595,,106.52,0.03431,,,,215.68,,,,,,,,,,,,,,,,,,,1
610,609,,111.02,0.02120,,,,108.50,,,,,,,,,,,,,,,,,,,1
611,609,,111.02,0.03622,,,,49.70,,,,,,,,,,,,,,,,,,,1
612,594,,106.51,0.03612,,,,263.04,,,,,,,,,,,,,,,,,,,1
613,585,,96.34,0.01696,,,,70.70,,,,,,,,,,,,,,,,,,,1
614,613,,99.02,0.05382,,,,72.46,,,,,,,,,,,,,,,,,,,1
615,614,,101.48,0.00816,,,,159.44,,,,,,,,,,,,,,,,,,,1
616,615,,103.83,0.01458,,,,246.89,,,,,,,,,,,,,,,,,,,1
617,615,,102.72,0.02241,,,,44.63,,,,,,,,,,,,,,,,,,,1
618,617,,104.73,0.01863,,,,150.34,,,,,,,,,,,,,,,,,,,1
619,617,,104.49,0.02837,,,,95.15,,,,,,,,,,,,,,,,,,,1
620,614,,102.77,0.02247,,,,137.98,,,,,,,,,,,,,,,,,,,1
621,613,,100.12,0.12366,,,,30.73,,,,,,,,,,,,,,,,,,,1
622,580,,97.91,0.01911,,,,256.34,,,,,,,,,,,,,,,,,,,1
623,579,,99.31,0.02142,,,,429.49,,,,,,,,,,,,,,,,,,,1
624,623,,103.36,0.00320,,,,31.38,,,,,,,,,,,,,,,,,,,1
625,623,,103.42,0.00355,,,,84.57,,,,,,,,,,,,,,,,,,,1
626,576,,95.24,0.01803,,,,299.46,,,,,,,,,,,,,,,,,,,1
627,626,,99.07,0.00967,,,,227.62,,,,,,,,,,,,,,,,,,,1
628,627,,101.54,0.00948,,,,274.32,,,,,,,,,,,,,,,,,,,1
629,628,,103.07,0.01292,,,,54.18,,,,,,,,,,,,,,,,,,,1
630,628,,103.00,0.01124,,,,53.38,,,,,,,,,,,,,,,,,,,1
631,627,,101.53,0.01687,,,,136.34,,,,,,,,,,,,,,,,,,,1
632,626,,98.40,0.01486,,,,60.60,,,,,,,,,,,,,,,,,,,1
633,575,,94.19,0.01689,,,,278.18,,,,,,,,,,,,,,,,,,,1
634,633,,98.11,0.02564,,,,81.91,,,,,,,,,,,,,,,,,,,1
635,634,,102.02,0.01378,,,,362.86,,,,,,,,,,,,,,,,,,,1
636,634,,100.79,0.01702,,,,193.97,,,,,,,,,,,,,,,,,,,1
637,633,,99.36,0.04310,,,,90.50,,,,,,,,,,,,,,,,,,,1
638,574,,95.01,0.03562,,,,168.41,,,,,,,,,,,,,,,,,,,1
639,638,,99.27,0.02336,,,,107.01,,,,,,,,,,,,,,,,,,,1
640,638,,100.41,0.03332,,,,138.05,,,,,,,,,,,,,,,,,,,1
641,571,,92.65,0.08718,,,,26.38,,,,,,,,,,,,,,,,,,,1
642,568,,93.90,0.02756,,,,235.70,,,,,,,,,,,,,,,,,,,1
643,567,,95.28,0.02150,,,,576.84,,,,,,,,,,,,,,,,,,,1
644,643,,100.47,0.00767,,,,26.07,,,,,,,,,,,,,,,,,,,1
645,643,,100.80,0.01292,,,,77.40,,,,,,,,,,,,,,,,,,,1
646,566,,95.67,0.02437,,,,475.99,,,,,,,,,,,,,,,,,,,1
