811
CH_ID	CH_NDUSID	CH_NDDSID
1	1	9
2	10	15
3	16	25
4	26	30
5	31	39
6	40	58
7	59	62
8	63	68
9	69	88
10	89	95
11	96	106
12	107	114
13	115	130
14	131	136
15	137	146
16	147	149
17	150	151
18	152	172
19	173	181
20	182	212
21	213	225
22	226	250
23	251	272
24	273	285
25	286	301
26	302	310
27	311	319
28	320	322
29	323	335
30	336	350
31	351	359
32	360	363
33	364	368
34	369	378
35	379	387
36	388	411
37	412	444
38	445	465
39	466	469
40	470	478
41	479	506
42	507	511
43	512	523
44	524	536
45	537	542
46	543	548
47	549	554
48	555	560
49	561	573
50	574	576
51	577	581
52	582	591
53	592	608
54	609	619
55	620	631
56	632	648
57	649	671
58	672	679
59	680	694
60	695	704
61	705	711
62	712	722
63	723	733
64	734	742
65	743	748
66	749	759
67	760	773
68	774	780
69	781	790
70	791	815
71	816	828
72	829	837
73	838	848
74	849	865
75	866	875
76	876	887
77	888	913
78	914	924
79	925	927
80	928	937
81	938	942
82	943	952
83	953	982
84	983	989
85	990	999
86	1000	1024
87	1025	1037
88	1038	1056
89	1057	1084
90	1085	1099
91	1100	1112
92	1113	1120
93	1121	1126
94	1127	1130
95	1131	1135
96	1136	1163
97	1164	1173
98	1174	1187
99	1188	1190
100	1191	1200
101	1201	1205
102	1206	1216
103	1217	1225
104	1226	1229
105	1230	1249
106	1250	1262
107	1263	1276
108	1277	1296
109	1297	1307
110	1308	1324
111	1325	1337
112	1338	1347
113	1348	1358
114	1359	1372
115	1373	1385
116	1386	1394
117	1395	1401
118	1402	1405
119	1406	1413
120	1414	1418
121	1419	1424
122	1425	1437
123	1438	1445
124	1446	1455
125	1456	1468
126	1469	1473
127	1474	1488
128	1489	1495
129	1496	1523
130	1524	1542
131	1543	1557
132	1558	1573
133	1574	1577
134	1578	1584
135	1585	1594
136	1595	1602
137	1603	1611
138	1612	1627
139	1628	1636
140	1637	1645
141	1646	1648
142	1649	1662
143	1663	1666
144	1667	1679
145	1680	1692
146	1693	1707
147	1708	1713
148	1714	1720
149	1721	1734
150	1735	1758
151	1759	1779
152	1780	1791
153	1792	1798
154	1799	1815
155	1816	1827
156	1828	1879
157	1880	1886
158	1887	1892
159	1893	1896
160	1897	1906
161	1907	1915
162	1916	1925
163	1926	1939
164	1940	1945
165	1946	1965
166	1966	1976
167	1977	2010
168	2011	2015
169	2016	2041
170	2042	2049
171	2050	2059
172	2060	2063
173	2064	2075
174	2076	2095
175	2096	2103
176	2104	2112
177	2113	2117
178	2118	2148
179	2149	2161
180	2162	2175
181	2176	2178
182	2179	2195
183	2196	2203
184	2204	2209
185	2210	2227
186	2228	2234
187	2235	2253
188	2254	2267
189	2268	2279
190	2280	2291
191	2292	2304
192	2305	2313
193	2314	2346
194	2347	2349
195	2350	2352
196	2353	2368
197	2369	2371
198	2372	2391
199	2392	2395
200	2396	2407
201	2408	2412
202	2413	2431
203	2432	2435
204	2436	2452
205	2453	2467
206	2468	2479
207	2480	2483
208	2484	2489
209	2490	2498
210	2499	2522
211	2523	2555
212	2556	2568
213	2569	2573
214	2574	2578
215	2579	2599
216	2600	2608
217	2609	2625
218	2626	2635
219	2636	2639
220	2640	2644
221	2645	2649
222	2650	2662
223	2663	2671
224	2672	2679
225	2680	2684
226	2685	2687
227	2688	2693
228	2694	2713
229	2714	2717
230	2718	2741
231	2742	2750
232	2751	2759
233	2760	2779
234	2780	2791
235	2792	2813
236	2814	2837
237	2838	2846
238	2847	2860
239	2861	2888
240	2889	2895
241	2896	2903
242	2904	2927
243	2928	2932
244	2933	2944
245	2945	2947
246	2948	2954
247	2955	2997
248	2998	3005
249	3006	3009
250	3010	3021
251	3022	3026
252	3027	3035
253	3036	3061
254	3062	3087
255	3088	3092
256	3093	3113
257	3114	3132
258	3133	3138
259	3139	3156
260	3157	3171
261	3172	3189
262	3190	3231
263	3232	3237
264	3238	3250
265	3251	3283
266	3284	3300
267	3301	3326
268	3327	3332
269	3333	3336
270	3337	3369
271	3370	3383
272	3384	3387
273	3388	3398
274	3399	3408
275	3409	3420
276	3421	3428
277	3429	3441
278	3442	3462
279	3463	3468
280	3469	3485
281	3486	3490
282	3491	3500
283	3501	3505
284	3506	3510
285	3511	3529
286	3530	3544
287	3545	3563
288	3564	3570
289	3571	3574
290	3575	3601
291	3602	3617
292	3618	3621
293	3622	3630
294	3631	3637
295	3638	3648
296	3649	3654
297	3655	3669
298	3670	3679
299	3680	3685
300	3686	3691
301	3692	3709
302	3710	3715
303	3716	3725
304	3726	3739
305	3740	3746
306	3747	3780
307	3781	3783
308	3784	3799
309	3800	3811
310	3812	3824
311	3825	3838
312	3839	3847
313	3848	3851
314	3852	3862
315	3863	3872
316	3873	3881
317	3882	3885
318	3886	3899
319	3900	3914
320	3915	3933
321	3934	3940
322	3941	3949
323	3950	3960
324	3961	3979
325	3980	3983
326	3984	4004
327	4005	4023
328	4024	4028
329	4029	4043
330	4044	4059
331	4060	4071
332	4072	4081
333	4082	4085
334	4086	4101
335	4102	4114
336	4115	4119
337	4120	4125
338	4126	4128
339	4129	4145
340	4146	4153
341	4154	4157
342	4158	4163
343	4164	4170
344	4171	4174
345	4175	4197
346	4198	4202
347	4203	4213
348	4214	4223
349	4224	4236
350	4237	4241
351	4242	4253
352	4254	4261
353	4262	4265
354	4266	4279
355	4280	4295
356	4296	4302
357	4303	4311
358	4312	4327
359	4328	4334
360	4335	4352
361	4353	4359
362	4360	4385
363	4386	4389
364	4390	4393
365	4394	4412
366	4413	4428
367	4429	4441
368	4442	4448
369	4449	4460
370	4461	4479
371	4480	4485
372	4486	4494
373	4495	4506
374	4507	4520
375	4521	4534
376	4535	4543
377	4544	4548
378	4549	4550
379	4551	4565
380	4566	4584
381	4585	4590
382	4591	4603
383	4604	4606
384	4607	4618
385	4619	4622
386	4623	4637
387	4638	4640
388	4641	4645
389	4646	4662
390	4663	4676
391	4677	4688
392	4689	4692
393	4693	4699
394	4700	4705
395	4706	4716
396	4717	4732
397	4733	4749
398	4750	4754
399	4755	4771
400	4772	4788
401	4789	4794
402	4795	4799
403	4800	4808
404	4809	4833
405	4834	4869
406	4870	4874
407	4875	4890
408	4891	4896
409	4897	4900
410	4901	4923
411	4924	4927
412	4928	4955
413	4956	4959
414	4960	4968
415	4969	4986
416	4987	4994
417	4995	4999
418	5000	5040
419	5041	5044
420	5045	5052
421	5053	5058
422	5059	5066
423	5067	5078
424	5079	5089
425	5090	5094
426	5095	5119
427	5120	5123
428	5124	5130
429	5131	5135
430	5136	5143
431	5144	5155
432	5156	5161
433	5162	5167
434	5168	5170
435	5171	5179
436	5180	5197
437	5198	5210
438	5211	5219
439	5220	5227
440	5228	5238
441	5239	5245
442	5246	5248
443	5249	5266
444	5267	5275
445	5276	5284
446	5285	5299
447	5300	5305
448	5306	5311
449	5312	5318
450	5319	5330
451	5331	5341
452	5342	5344
453	5345	5353
454	5354	5358
455	5359	5362
456	5363	5378
457	5379	5389
458	5390	5409
459	5410	5418
460	5419	5427
461	5428	5438
462	5439	5442
463	5443	5458
464	5459	5461
465	5462	5488
466	5489	5510
467	5511	5517
468	5518	5521
469	5522	5536
470	5537	5544
471	5545	5555
472	5556	5559
473	5560	5569
474	5570	5580
475	5581	5588
476	5589	5595
477	5596	5605
478	5606	5609
479	5610	5624
480	5625	5631
481	5632	5637
482	5638	5643
483	5644	5658
484	5659	5669
485	5670	5682
486	5683	5692
487	5693	5708
488	5709	5713
489	5714	5725
490	5726	5740
491	5741	5758
492	5759	5773
493	5774	5781
494	5782	5788
495	5789	5795
496	5796	5821
497	5822	5829
498	5830	5841
499	5842	5845
500	5846	5849
501	5850	5853
502	5854	5876
503	5877	5889
504	5890	5908
505	5909	5931
506	5932	5936
507	5937	5939
508	5940	5957
509	5958	5977
510	5978	5990
511	5991	5996
512	5997	6011
513	6012	6018
514	6019	6023
515	6024	6031
516	6032	6040
517	6041	6067
518	6068	6079
519	6080	6088
520	6089	6095
521	6096	6114
522	6115	6119
523	6120	6125
524	6126	6134
525	6135	6142
526	6143	6150
527	6151	6159
528	6160	6166
529	6167	6176
530	6177	6186
531	6187	6190
532	6191	6196
533	6197	6205
534	6206	6210
535	6211	6215
536	6216	6229
537	6230	6242
538	6243	6246
539	6247	6263
540	6264	6270
541	6271	6288
542	6289	6294
543	6295	6303
544	6304	6310
545	6311	6321
546	6322	6333
547	6334	6345
548	6346	6351
549	6352	6394
550	6395	6401
551	6402	6414
552	6415	6423
553	6424	6429
554	6430	6450
555	6451	6455
556	6456	6460
557	6461	6475
558	6476	6489
559	6490	6498
560	6499	6507
561	6508	6517
562	6518	6530
563	6531	6547
564	6548	6570
565	6571	6573
566	6574	6577
567	6578	6585
568	6586	6596
569	6597	6602
570	6603	6624
571	6625	6645
572	6646	6653
573	6654	6679
574	6680	6687
575	6688	6704
576	6705	6723
577	6724	6735
578	6736	6752
579	6753	6760
580	6761	6766
581	6767	6800
582	6801	6813
583	6814	6830
584	6831	6841
585	6842	6845
586	6846	6851
587	6852	6867
588	6868	6876
589	6877	6879
590	6880	6884
591	6885	6891
592	6892	6899
593	6900	6912
594	6913	6918
595	6919	6931
596	6932	6940
597	6941	6951
598	6952	6962
599	6963	6982
600	6983	6989
601	6990	6998
602	6999	7002
603	7003	7013
604	7014	7026
605	7027	7035
606	7036	7049
607	7050	7053
608	7054	7059
609	7060	7064
610	7065	7073
611	7074	7079
612	7080	7085
613	7086	7107
614	7108	7137
615	7138	7158
616	7159	7185
617	7186	7188
618	7189	7199
619	7200	7227
620	7228	7246
621	7247	7271
622	7272	7283
623	7284	7291
624	7292	7297
625	7298	7308
626	7309	7312
627	7313	7320
628	7321	7337
629	7338	7343
630	7344	7372
631	7373	7376
632	7377	7388
633	7389	7393
634	7394	7409
635	7410	7426
636	7427	7446
637	7447	7467
638	7468	7472
639	7473	7484
640	7485	7495
641	7496	7503
642	7504	7511
643	7512	7521
644	7522	7536
645	7537	7547
646	7548	7556
647	7557	7563
648	7564	7571
649	7572	7582
650	7583	7586
651	7587	7592
652	7593	7596
653	7597	7600
654	7601	7606
655	7607	7617
656	7618	7628
657	7629	7634
658	7635	7637
659	7638	7640
660	7641	7681
661	7682	7697
662	7698	7705
663	7706	7716
664	7717	7721
665	7722	7735
666	7736	7739
667	7740	7764
668	7765	7771
669	7772	7777
670	7778	7781
671	7782	7786
672	7787	7798
673	7799	7813
674	7814	7830
675	7831	7843
676	7844	7851
677	7852	7867
678	7868	7872
679	7873	7882
680	7883	7886
681	7887	7893
682	7894	7903
683	7904	7910
684	7911	7915
685	7916	7922
686	7923	7933
687	7934	7955
688	7956	7960
689	7961	7965
690	7966	7974
691	7975	7987
692	7988	7990
693	7991	8011
694	8012	8015
695	8016	8037
696	8038	8053
697	8054	8059
698	8060	8065
699	8066	8077
700	8078	8082
701	8083	8088
702	8089	8091
703	8092	8097
704	8098	8123
705	8124	8142
706	8143	8159
707	8160	8163
708	8164	8167
709	8168	8184
710	8185	8191
711	8192	8206
712	8207	8213
713	8214	8226
714	8227	8244
715	8245	8266
716	8267	8272
717	8273	8283
718	8284	8286
719	8287	8302
720	8303	8311
721	8312	8317
722	8318	8322
723	8323	8340
724	8341	8345
725	8346	8354
726	8355	8373
727	8374	8418
728	8419	8423
729	8424	8453
730	8454	8459
731	8460	8464
732	8465	8472
733	8473	8488
734	8489	8503
735	8504	8530
736	8531	8535
737	8536	8545
738	8546	8556
739	8557	8561
740	8562	8583
741	8584	8595
742	8596	8599
743	8600	8604
744	8605	8615
745	8616	8626
746	8627	8636
747	8637	8651
748	8652	8657
749	8658	8664
750	8665	8668
751	8669	8673
752	8674	8676
753	8677	8686
754	8687	8689
755	8690	8711
756	8712	8715
757	8716	8719
758	8720	8736
759	8737	8739
760	8740	8753
761	8754	8760
762	8761	8782
763	8783	8798
764	8799	8809
765	8810	8814
766	8815	8821
767	8822	8828
768	8829	8836
769	8837	8849
770	8850	8857
771	8858	8864
772	8865	8873
773	8874	8880
774	8881	8900
775	8901	8904
776	8905	8932
777	8933	8948
778	8949	8966
779	8967	9004
780	9005	9013
781	9014	9020
782	9021	9065
783	9066	9082
784	9083	9095
785	9096	9105
786	9106	9118
787	9119	9134
788	9135	9139
789	9140	9158
790	9159	9163
791	9164	9168
792	9169	9173
793	9174	9182
794	9183	9202
795	9203	9206
796	9207	9209
797	9210	9215
798	9216	9236
799	9237	9247
800	9248	9259
801	9260	9268
802	9269	9300
803	9301	9306
804	9307	9325
805	9326	9332
806	9333	9337
807	9338	9352
808	9353	9375
809	9376	9383
810	9384	9389
811	9390	9405
