CCHE1D_Reach,TopAGNPS_Reach
26,207
25,224
27,190
23,300
21,392
22,353
28,181
24,269
29,168
30,140
19,436
20,433
18,469
31,137
17,521
15,537
33,98
10,664
32,115
12,566
14,546
16,536
13,565
11,647
35,81
34,97
9,678
36,76
4,744
37,75
3,755
38,62
39,47
8,680
5,735
6,728
7,691
2,830
40,33
41,6
42,4
1,895
43,2
