811
CH_ID	CH_NDUSID	CH_NDDSID
184	11204	11226
185	11227	11324
186	11325	11356
187	11357	11460
188	11461	11532
189	11533	11598
190	11599	11662
191	11663	11732
192	11733	11778
193	11779	11964
194	11965	11971
195	11972	11977
196	11978	12071
197	12072	12075
198	12076	12197
199	12198	12212
200	12213	12264
201	12265	12282
202	12283	12392
203	12393	12402
204	12403	12498
205	12499	12582
206	12583	12648
207	12649	12659
208	12660	12685
209	12686	12726
210	12727	12863
211	12864	13058
212	13059	13128
213	13129	13147
214	13148	13165
215	13166	13292
216	13293	13340
217	13341	13438
218	13439	13491
219	13492	13503
220	13504	13523
221	13524	13544
222	13545	13611
223	13612	13649
224	13650	13686
225	13687	13703
226	13704	13711
227	13712	13734
228	13735	13840
229	13841	13855
230	13856	13984
231	13985	14032
232	14033	14072
233	14073	14188
234	14189	14241
235	14242	14376
236	14377	14503
237	14504	14548
238	14549	14626
239	14627	14791
240	14792	14825
241	14826	14864
242	14865	15005
243	15006	15025
244	15026	15091
245	15092	15094
246	15095	15125
247	15126	15390
248	15391	15430
249	15431	15445
250	15446	15500
251	15501	15520
252	15521	15552
253	15553	15703
254	15704	15852
255	15853	15872
256	15873	15986
257	15987	16087
258	16088	16111
259	16112	16195
260	16196	16279
261	16280	16359
262	16360	16601
263	16602	16619
264	16620	16688
265	16689	16862
266	16863	16956
267	16957	17116
268	17117	17143
269	17144	17154
270	17155	17349
271	17350	17429
272	17430	17439
273	17440	17488
274	17489	17527
275	17528	17585
276	17586	17618
277	17619	17685
278	17686	17808
279	17809	17837
280	17838	17932
281	17933	17954
282	17955	18002
283	18003	18022
284	18023	18042
285	18043	18137
286	18138	18215
287	18216	18318
288	18319	18348
289	18349	18360
290	18361	18507
291	18508	18595
292	18596	18607
293	18608	18655
294	18656	18689
295	18690	18741
296	18742	18758
297	18759	18842
298	18843	18897
299	18898	18923
300	18924	18948
301	18949	19039
302	19040	19058
303	19059	19097
304	19098	19171
305	19172	19200
306	19201	19392
307	19393	19395
308	19396	19480
309	19481	19540
310	19541	19605
311	19606	19671
312	19672	19716
313	19717	19731
314	19732	19786
315	19787	19836
316	19837	19877
317	19878	19888
318	19889	19961
319	19962	20043
320	20044	20150
321	20151	20183
322	20184	20217
323	20218	20268
324	20269	20373
325	20374	20383
326	20384	20495
327	20496	20605
328	20606	20625
329	20626	20710
330	20711	20799
331	20800	20858
332	20859	20908
333	20909	20921
334	20922	21014
335	21015	21082
336	21083	21102
337	21103	21128
338	21129	21135
339	21136	21234
340	21235	21271
341	21272	21284
342	21285	21310
343	21311	21337
344	21338	21350
345	21351	21486
346	21487	21502
347	21503	21562
348	21563	21615
349	21616	21676
350	21677	21695
351	21696	21758
352	21759	21796
353	21797	21807
354	21808	21881
355	21882	21971
356	21972	22002
357	22003	22050
358	22051	22140
359	22141	22170
360	22171	22263
361	22264	22295
362	22296	22441
363	22442	22453
364	22454	22464
365	22465	22579
366	22580	22661
367	22662	22737
368	22738	22772
369	22773	22835
370	22836	22934
371	22935	22961
372	22962	23004
373	23005	23067
374	23068	23140
375	23141	23217
376	23218	23262
377	23263	23283
378	23284	23285
379	23286	23369
380	23370	23470
381	23471	23495
382	23496	23565
383	23566	23568
384	23569	23636
385	23637	23650
386	23651	23727
387	23728	23734
388	23735	23753
389	23754	23844
390	23845	23919
391	23920	23987
392	23988	24003
393	24004	24024
394	24025	24049
395	24050	24104
396	24105	24193
397	24194	24285
398	24286	24307
399	24308	24396
400	24397	24491
401	24492	24510
402	24511	24527
403	24528	24574
404	24575	24709
405	24710	24903
406	24904	24920
407	24921	25010
408	25011	25034
409	25035	25045
410	25046	25187
411	25188	25199
412	25200	25369
413	25370	25379
414	25380	25423
415	25424	25526
416	25527	25562
417	25563	25584
418	25585	25826
419	25827	25838
420	25839	25880
421	25881	25903
422	25904	25942
423	25943	26000
424	26001	26059
425	26060	26078
426	26079	26210
427	26211	26226
428	26227	26260
429	26261	26281
430	26282	26312
431	26313	26370
432	26371	26387
433	26388	26411
434	26412	26419
435	26420	26468
436	26469	26549
437	26550	26622
438	26623	26671
439	26672	26711
440	26712	26762
441	26763	26794
442	26795	26803
443	26804	26906
444	26907	26951
445	26952	26991
446	26992	27059
447	27060	27085
448	27086	27105
449	27106	27135
450	27136	27203
451	27204	27258
452	27259	27264
453	27265	27309
454	27310	27328
455	27329	27340
456	27341	27425
457	27426	27470
458	27471	27591
459	27592	27636
460	27637	27679
461	27680	27740
462	27741	27756
463	27757	27834
464	27835	27838
465	27839	27985
466	27986	28112
467	28113	28136
468	28137	28146
469	28147	28223
470	28224	28263
471	28264	28313
472	28314	28328
473	28329	28378
474	28379	28435
475	28436	28467
476	28468	28499
477	28500	28554
478	28555	28568
479	28569	28649
480	28650	28683
481	28684	28707
482	28708	28734
483	28735	28802
484	28803	28850
485	28851	28906
486	28907	28954
487	28955	29032
488	29033	29048
489	29049	29105
490	29106	29182
491	29183	29270
492	29271	29347
493	29348	29384
494	29385	29417
495	29418	29449
496	29450	29600
497	29601	29640
498	29641	29706
499	29707	29717
500	29718	29730
501	29731	29745
502	29746	29879
503	29880	29954
504	29955	30068
505	30069	30210
506	30211	30226
507	30227	30234
508	30235	30340
509	30341	30434
510	30435	30509
511	30510	30537
512	30538	30625
513	30626	30658
514	30659	30678
515	30679	30718
516	30719	30758
517	30759	30917
518	30918	30976
519	30977	31023
520	31024	31058
521	31059	31170
522	31171	31187
523	31188	31210
524	31211	31250
525	31251	31290
526	31291	31332
527	31333	31364
528	31365	31389
529	31390	31436
530	31437	31487
531	31488	31502
532	31503	31529
533	31530	31575
534	31576	31595
535	31596	31614
536	31615	31693
537	31694	31766
538	31767	31781
539	31782	31870
540	31871	31900
541	31901	31999
542	32000	32026
543	32027	32070
544	32071	32104
545	32105	32154
546	32155	32206
547	32207	32263
548	32264	32290
549	32291	32542
550	32543	32572
551	32573	32642
552	32643	32681
553	32682	32700
554	32701	32816
555	32817	32838
556	32839	32856
557	32857	32940
558	32941	33010
559	33011	33053
560	33054	33087
561	33088	33135
562	33136	33204
563	33205	33306
564	33307	33437
565	33438	33440
566	33441	33451
567	33452	33487
568	33488	33549
569	33550	33575
570	33576	33704
571	33705	33820
572	33821	33854
573	33855	34000
574	34001	34037
575	34038	34133
576	34134	34243
577	34244	34302
578	34303	34401
579	34402	34440
580	34441	34464
581	34465	34668
582	34669	34740
583	34741	34837
584	34838	34891
585	34892	34905
586	34906	34932
587	34933	35024
588	35025	35071
589	35072	35077
590	35078	35096
591	35097	35130
592	35131	35172
593	35173	35243
594	35244	35271
595	35272	35342
596	35343	35391
597	35392	35452
598	35453	35514
599	35515	35627
600	35628	35660
601	35661	35702
602	35703	35713
603	35714	35769
604	35770	35839
605	35840	35876
606	35877	35946
607	35947	35957
608	35958	35980
609	35981	36002
610	36003	36051
611	36052	36076
612	36077	36104
613	36105	36227
614	36228	36410
615	36411	36528
616	36529	36691
617	36692	36695
618	36696	36757
619	36758	36910
620	36911	36992
621	36993	37137
622	37138	37201
623	37202	37227
624	37228	37251
625	37252	37309
626	37310	37319
627	37320	37351
628	37352	37449
629	37450	37472
630	37473	37644
631	37645	37655
632	37656	37723
633	37724	37737
634	37738	37817
635	37818	37911
636	37912	38026
637	38027	38149
638	38150	38169
639	38170	38226
640	38227	38285
641	38286	38326
642	38327	38349
643	38350	38398
644	38399	38470
645	38471	38526
646	38527	38570
647	38571	38603
648	38604	38640
649	38641	38702
650	38703	38715
651	38716	38742
652	38743	38754
653	38755	38765
654	38766	38792
655	38793	38851
656	38852	38905
657	38906	38931
658	38932	38934
659	38935	38941
660	38942	39185
661	39186	39274
662	39275	39314
663	39315	39373
664	39374	39393
665	39394	39466
666	39467	39481
667	39482	39637
668	39638	39669
669	39670	39692
670	39693	39705
671	39706	39727
672	39728	39793
673	39794	39879
674	39880	39978
675	39979	40052
676	40053	40089
677	40090	40184
678	40185	40203
679	40204	40255
680	40256	40268
681	40269	40297
682	40298	40337
683	40338	40373
684	40374	40394
685	40395	40424
686	40425	40483
687	40484	40612
688	40613	40628
689	40629	40647
690	40648	40695
691	40696	40765
692	40766	40771
693	40772	40895
694	40896	40905
695	40906	41041
696	41042	41133
697	41134	41157
698	41158	41185
699	41186	41253
700	41254	41273
701	41274	41297
702	41298	41303
703	41304	41328
704	41329	41483
705	41484	41582
706	41583	41683
707	41684	41694
708	41695	41708
709	41709	41805
710	41806	41837
711	41838	41916
712	41917	41951
713	41952	42019
714	42020	42102
715	42103	42227
716	42228	42255
717	42256	42316
718	42317	42321
719	42322	42409
720	42410	42457
721	42458	42474
722	42475	42493
723	42494	42591
724	42592	42611
725	42612	42659
726	42660	42768
727	42769	43050
728	43051	43070
729	43071	43217
730	43218	43242
731	43243	43259
732	43260	43298
733	43299	43389
734	43390	43463
735	43464	43608
736	43609	43630
737	43631	43684
738	43685	43740
739	43741	43762
740	43763	43887
741	43888	43951
742	43952	43962
743	43963	43981
744	43982	44038
745	44039	44099
746	44100	44153
747	44154	44240
748	44241	44265
749	44266	44289
750	44290	44299
751	44300	44321
752	44322	44327
753	44328	44377
754	44378	44380
755	44381	44506
756	44507	44517
757	44518	44532
758	44533	44630
759	44631	44634
760	44635	44716
761	44717	44741
762	44742	44874
763	44875	44964
764	44965	45011
765	45012	45031
766	45032	45062
767	45063	45095
768	45096	45133
769	45134	45206
770	45207	45248
771	45249	45282
772	45283	45328
773	45329	45358
774	45359	45459
775	45460	45468
776	45469	45632
777	45633	45725
778	45726	45829
779	45830	46061
780	46062	46103
781	46104	46134
782	46135	46416
783	46417	46518
784	46519	46593
785	46594	46640
786	46641	46704
787	46705	46790
788	46791	46806
789	46807	46909
790	46910	46926
791	46927	46948
792	46949	46965
793	46966	47010
794	47011	47117
795	47118	47128
796	47129	47134
797	47135	47158
798	47159	47275
799	47276	47333
800	47334	47396
801	47397	47434
802	47435	47624
803	47625	47653
804	47654	47766
805	47767	47795
806	47796	47811
807	47812	47894
808	47895	48031
809	48032	48067
810	48068	48094
811	48095	48179
