811
LK_ID	LK_CMPSEQ	LK_NDUSID	LK_NDDSID	LK_RCUSID	LK_RCDSID	LK_TYPE
1	1	1	43	1	1	1
2	2	44	68	2	2	1
3	3	69	123	3	3	1
4	4	124	143	4	4	1
5	5	144	185	5	5	1
6	6	186	301	6	6	1
7	7	302	313	7	7	1
8	8	314	334	8	8	1
9	9	335	433	9	9	1
10	10	434	467	10	10	1
11	11	468	527	11	11	1
12	12	528	564	12	12	1
13	13	565	650	13	13	1
14	14	651	676	14	14	1
15	15	677	720	15	15	1
16	16	721	728	16	16	1
17	17	729	730	17	17	1
18	18	731	845	18	18	1
19	19	846	889	19	19	1
20	20	890	1069	20	20	1
21	21	1070	1139	21	21	1
22	22	1140	1258	22	22	1
23	23	1259	1365	23	23	1
24	24	1366	1434	24	24	1
25	25	1435	1518	25	25	1
26	26	1519	1555	26	26	1
27	27	1556	1596	27	27	1
28	28	1597	1605	28	28	1
29	29	1606	1663	29	29	1
30	30	1664	1730	30	30	1
31	31	1731	1773	31	31	1
32	32	1774	1783	32	32	1
33	33	1784	1805	33	33	1
34	34	1806	1845	34	34	1
35	35	1846	1893	35	35	1
36	36	1894	2039	36	36	1
37	37	2040	2239	37	37	1
38	38	2240	2357	38	38	1
39	39	2358	2372	39	39	1
40	40	2373	2404	40	40	1
41	41	2405	2556	41	41	1
42	42	2557	2575	42	42	1
43	43	2576	2640	43	43	1
44	44	2641	2707	44	44	1
45	45	2708	2724	45	45	1
46	46	2725	2748	46	46	1
47	47	2749	2776	47	47	1
48	48	2777	2799	48	48	1
49	49	2800	2859	49	49	1
50	50	2860	2866	50	50	1
51	51	2867	2888	51	51	1
52	52	2889	2933	52	52	1
53	53	2934	3029	53	53	1
54	54	3030	3082	54	54	1
55	55	3083	3144	55	55	1
56	56	3145	3230	56	56	1
57	57	3231	3356	57	57	1
58	58	3357	3388	58	58	1
59	59	3389	3471	59	59	1
60	60	3472	3511	60	60	1
61	61	3512	3545	61	61	1
62	62	3546	3606	62	62	1
63	63	3607	3660	63	63	1
64	64	3661	3703	64	64	1
65	65	3704	3726	65	65	1
66	66	3727	3781	66	66	1
67	67	3782	3854	67	67	1
68	68	3855	3884	68	68	1
69	69	3885	3927	69	69	1
70	70	3928	4062	70	70	1
71	71	4063	4115	71	71	1
72	72	4116	4158	72	72	1
73	73	4159	4219	73	73	1
74	74	4220	4313	74	74	1
75	75	4314	4366	75	75	1
76	76	4367	4424	76	76	1
77	77	4425	4574	77	77	1
78	78	4575	4626	78	78	1
79	79	4627	4634	79	79	1
80	80	4635	4690	80	80	1
81	81	4691	4708	81	81	1
82	82	4709	4762	82	82	1
83	83	4763	4934	83	83	1
84	84	4935	4968	84	84	1
85	85	4969	5016	85	85	1
86	86	5017	5149	86	86	1
87	87	5150	5220	87	87	1
88	88	5221	5322	88	88	1
89	89	5323	5458	89	89	1
90	90	5459	5537	90	90	1
91	91	5538	5602	91	91	1
92	92	5603	5643	92	92	1
93	93	5644	5670	93	93	1
94	94	5671	5684	94	94	1
95	95	5685	5701	95	95	1
96	96	5702	5853	96	96	1
97	97	5854	5905	97	97	1
98	98	5906	5982	98	98	1
99	99	5983	5986	99	99	1
100	100	5987	6036	100	100	1
101	101	6037	6058	101	101	1
102	102	6059	6117	102	102	1
103	103	6118	6154	103	103	1
104	104	6155	6168	104	104	1
105	105	6169	6281	105	105	1
106	106	6282	6347	106	106	1
107	107	6348	6406	107	107	1
108	108	6407	6513	108	108	1
109	109	6514	6569	109	109	1
110	110	6570	6661	110	110	1
111	111	6662	6737	111	111	1
112	112	6738	6791	112	112	1
113	113	6792	6848	113	113	1
