811
CH_ID	CH_NDUSID	CH_NDDSID
1	1	15
2	16	24
3	25	42
4	43	50
5	51	65
6	66	101
7	102	106
8	107	115
9	116	149
10	150	161
11	162	181
12	182	194
13	195	222
14	223	232
15	233	248
16	249	252
17	253	254
18	255	292
19	293	307
20	308	364
21	365	387
22	388	429
23	430	466
24	467	489
25	490	517
26	518	531
27	532	546
28	547	550
29	551	571
30	572	595
31	596	610
32	611	615
33	616	623
34	624	638
35	639	654
36	655	700
37	701	762
38	763	800
39	801	806
40	807	819
41	820	869
42	870	877
43	878	898
44	899	921
45	922	929
46	930	938
47	939	948
48	949	957
49	958	978
50	979	982
51	983	990
52	991	1006
53	1007	1037
54	1038	1055
55	1056	1076
56	1077	1105
57	1106	1146
58	1147	1158
59	1159	1185
60	1186	1200
61	1201	1212
62	1213	1232
63	1233	1251
64	1252	1266
65	1267	1275
66	1276	1294
67	1295	1318
68	1319	1329
69	1330	1345
70	1346	1389
71	1390	1409
72	1410	1424
73	1425	1444
74	1445	1475
75	1476	1493
76	1494	1513
77	1514	1561
78	1562	1579
79	1580	1583
80	1584	1601
81	1602	1608
82	1609	1626
83	1627	1681
84	1682	1693
85	1694	1710
86	1711	1754
87	1755	1777
88	1778	1811
89	1812	1858
90	1859	1884
91	1885	1906
92	1907	1920
93	1921	1930
94	1931	1936
95	1937	1943
96	1944	1993
97	1994	2010
98	2011	2035
99	2036	2038
100	2039	2055
101	2056	2063
102	2064	2082
103	2083	2096
104	2097	2102
105	2103	2138
106	2139	2160
107	2161	2182
108	2183	2217
109	2218	2236
110	2237	2266
111	2267	2290
112	2291	2308
113	2309	2327
114	2328	2350
115	2351	2373
116	2374	2388
117	2389	2400
118	2401	2405
119	2406	2419
120	2420	2427
121	2428	2437
122	2438	2460
123	2461	2473
124	2474	2491
125	2492	2511
126	2512	2519
127	2520	2546
128	2547	2557
129	2558	2609
130	2610	2643
131	2644	2670
132	2671	2700
133	2701	2705
134	2706	2716
135	2717	2732
136	2733	2746
137	2747	2762
138	2763	2790
139	2791	2803
140	2804	2818
141	2819	2821
142	2822	2846
143	2847	2851
144	2852	2874
145	2875	2897
146	2898	2925
147	2926	2934
148	2935	2944
149	2945	2970
150	2971	3015
151	3016	3055
152	3056	3076
153	3077	3088
154	3089	3118
155	3119	3139
156	3140	3236
157	3237	3247
158	3248	3255
159	3256	3261
160	3262	3276
161	3277	3290
162	3291	3306
163	3307	3328
164	3329	3338
165	3339	3375
166	3376	3395
167	3396	3461
168	3462	3469
169	3470	3518
170	3519	3530
171	3531	3547
172	3548	3553
173	3554	3573
174	3574	3607
175	3608	3621
176	3622	3636
177	3637	3643
178	3644	3701
179	3702	3724
180	3725	3749
181	3750	3752
182	3753	3781
183	3782	3793
184	3794	3802
185	3803	3834
186	3835	3845
187	3846	3879
188	3880	3903
189	3904	3925
190	3926	3946
191	3947	3969
192	3970	3985
193	3986	4045
194	4046	4049
195	4050	4053
196	4054	4083
197	4084	4086
198	4087	4124
199	4125	4130
200	4131	4149
201	4150	4156
202	4157	4191
203	4192	4196
204	4197	4227
205	4228	4254
206	4255	4276
207	4277	4281
208	4282	4290
209	4291	4305
210	4306	4349
211	4350	4411
212	4412	4434
213	4435	4442
214	4443	4449
215	4450	4489
216	4490	4505
217	4506	4536
218	4537	4554
219	4555	4559
220	4560	4567
221	4568	4575
222	4576	4598
223	4599	4612
224	4613	4625
225	4626	4632
226	4633	4636
227	4637	4645
228	4646	4680
229	4681	4686
230	4687	4729
231	4730	4745
232	4746	4759
233	4760	4796
234	4797	4815
235	4816	4857
236	4858	4899
237	4900	4914
238	4915	4939
239	4940	4991
240	4992	5003
241	5004	5016
242	5017	5061
243	5062	5069
244	5070	5091
245	5092	5094
246	5095	5105
247	5106	5187
248	5188	5201
249	5202	5207
250	5208	5227
251	5228	5235
252	5236	5248
253	5249	5296
254	5297	5344
255	5345	5352
256	5353	5389
257	5390	5423
258	5424	5432
259	5433	5462
260	5463	5489
261	5490	5518
262	5519	5595
263	5596	5603
264	5604	5626
265	5627	5684
266	5685	5715
267	5716	5765
268	5766	5775
269	5776	5780
270	5781	5842
271	5843	5868
272	5869	5873
273	5874	5891
274	5892	5906
275	5907	5926
276	5927	5938
277	5939	5961
278	5962	6000
279	6001	6010
280	6011	6041
281	6042	6049
282	6050	6066
283	6067	6074
