811
CH_ID	CH_NDUSID	CH_NDDSID
284	6075	6082
285	6083	6114
286	6115	6140
287	6141	6174
288	6175	6185
289	6186	6190
290	6191	6238
291	6239	6267
292	6268	6272
293	6273	6288
294	6289	6300
295	6301	6318
296	6319	6326
297	6327	6353
298	6354	6371
299	6372	6380
300	6381	6389
301	6390	6420
302	6421	6428
303	6429	6443
304	6444	6468
305	6469	6479
306	6480	6541
307	6542	6544
308	6545	6572
309	6573	6592
310	6593	6614
311	6615	6637
312	6638	6652
313	6653	6658
314	6659	6677
315	6678	6694
316	6695	6709
317	6710	6714
318	6715	6738
319	6739	6765
320	6766	6800
321	6801	6812
322	6813	6825
323	6826	6843
324	6844	6877
325	6878	6882
326	6883	6919
327	6920	6954
328	6955	6962
329	6963	6989
330	6990	7018
331	7019	7038
332	7039	7055
333	7056	7061
334	7062	7091
335	7092	7114
336	7115	7122
337	7123	7132
338	7133	7136
339	7137	7167
340	7168	7180
341	7181	7186
342	7187	7196
343	7197	7206
344	7207	7212
345	7213	7255
346	7256	7262
347	7263	7282
348	7283	7300
349	7301	7322
350	7323	7329
351	7330	7350
352	7351	7363
353	7364	7368
354	7369	7393
355	7394	7422
356	7423	7433
357	7434	7449
358	7450	7478
359	7479	7489
360	7490	7520
361	7521	7531
362	7532	7578
363	7579	7583
364	7584	7588
365	7589	7624
366	7625	7652
367	7653	7676
368	7677	7688
369	7689	7709
370	7710	7742
371	7743	7752
372	7753	7767
373	7768	7788
374	7789	7812
375	7813	7837
376	7838	7852
377	7853	7860
378	7861	7862
379	7863	7889
380	7890	7922
381	7923	7931
382	7932	7954
383	7955	7957
384	7958	7979
385	7980	7985
386	7986	8011
387	8012	8015
388	8016	8022
389	8023	8052
390	8053	8077
391	8078	8099
392	8100	8105
393	8106	8114
394	8115	8123
395	8124	8142
396	8143	8171
397	8172	8201
398	8202	8209
399	8210	8239
400	8240	8270
401	8271	8278
402	8279	8285
403	8286	8301
404	8302	8345
405	8346	8409
406	8410	8416
407	8417	8445
408	8446	8454
409	8455	8459
410	8460	8503
411	8504	8508
412	8509	8561
413	8562	8566
414	8567	8581
415	8582	8614
416	8615	8627
417	8628	8635
418	8636	8711
419	8712	8716
420	8717	8730
421	8731	8739
422	8740	8753
423	8754	8773
424	8774	8792
425	8793	8799
426	8800	8843
427	8844	8849
428	8850	8861
429	8862	8869
430	8870	8881
431	8882	8901
432	8902	8909
433	8910	8918
434	8919	8922
435	8923	8938
436	8939	8967
437	8968	8991
438	8992	9007
439	9008	9021
440	9022	9039
441	9040	9050
442	9051	9054
443	9055	9087
444	9088	9102
445	9103	9116
446	9117	9140
447	9141	9149
448	9150	9157
449	9158	9168
450	9169	9190
451	9191	9209
452	9210	9213
453	9214	9228
454	9229	9235
455	9236	9240
456	9241	9268
457	9269	9285
458	9286	9323
459	9324	9338
460	9339	9353
461	9354	9373
462	9374	9379
463	9380	9406
464	9407	9409
465	9410	9457
466	9458	9498
467	9499	9508
468	9509	9513
469	9514	9539
470	9540	9553
471	9554	9571
472	9572	9577
473	9578	9594
474	9595	9613
475	9614	9625
476	9626	9636
477	9637	9654
478	9655	9660
479	9661	9687
480	9688	9699
481	9700	9708
482	9709	9718
483	9719	9742
484	9743	9759
485	9760	9780
486	9781	9797
487	9798	9824
488	9825	9831
489	9832	9851
490	9852	9877
491	9878	9907
492	9908	9933
493	9934	9946
494	9947	9958
495	9959	9969
496	9970	10017
497	10018	10031
498	10032	10052
499	10053	10057
500	10058	10063
501	10064	10069
502	10070	10112
503	10113	10136
504	10137	10172
505	10173	10216
506	10217	10223
507	10224	10227
508	10228	10260
509	10261	10293
510	10294	10317
511	10318	10327
512	10328	10355
513	10356	10367
514	10368	10375
515	10376	10389
516	10390	10403
517	10404	10453
518	10454	10473
519	10474	10489
520	10490	10501
521	10502	10536
522	10537	10543
523	10544	10552
524	10553	10567
525	10568	10581
526	10582	10595
527	10596	10608
528	10609	10618
529	10619	10635
530	10636	10652
531	10653	10658
532	10659	10668
533	10669	10684
534	10685	10692
535	10693	10699
536	10700	10724
537	10725	10748
538	10749	10754
539	10755	10784
540	10785	10795
541	10796	10827
542	10828	10837
543	10838	10852
544	10853	10864
545	10865	10882
546	10883	10901
547	10902	10921
548	10922	10931
549	10932	11011
550	11012	11022
551	11023	11045
552	11046	11059
553	11060	11067
554	11068	11105
555	11106	11113
556	11114	11120
557	11121	11147
558	11148	11171
559	11172	11186
560	11187	11199
561	11200	11216
562	11217	11239
563	11240	11271
564	11272	11313
565	11314	11316
566	11317	11321
567	11322	11334
568	11335	11354
569	11355	11363
570	11364	11404
571	11405	11442
572	11443	11455
573	11456	11502
574	11503	11515
575	11516	11546
576	11547	11581
577	11582	11601
578	11602	11632
579	11633	11645
580	11646	11654
581	11655	11718
582	11719	11741
583	11742	11772
584	11773	11791
585	11792	11797
586	11798	11807
587	11808	11836
588	11837	11852
589	11853	11855
590	11856	11862
591	11863	11874
592	11875	11888
593	11889	11911
594	11912	11921
595	11922	11944
596	11945	11960
597	11961	11980
598	11981	12000
599	12001	12036
600	12037	12048
601	12049	12063
602	12064	12068
603	12069	12087
604	12088	12110
605	12111	12124
606	12125	12148
607	12149	12153
608	12154	12162
609	12163	12170
610	12171	12186
611	12187	12195
612	12196	12205
613	12206	12245
614	12246	12302
615	12303	12340
616	12341	12391
617	12392	12394
618	12395	12414
619	12415	12464
620	12465	12494
621	12495	12540
622	12541	12561
623	12562	12572
624	12573	12581
625	12582	12600
626	12601	12605
627	12606	12617
628	12618	12648
629	12649	12657
630	12658	12711
631	12712	12716
632	12717	12738
633	12739	12745
634	12746	12772
635	12773	12803
636	12804	12840
637	12841	12879
638	12880	12887
639	12888	12907
640	12908	12927
641	12928	12941
642	12942	12952
643	12953	12969
644	12970	12994
645	12995	13013
646	13014	13028
647	13029	13040
648	13041	13053
649	13054	13073
650	13074	13079
651	13080	13089
652	13090	13094
653	13095	13099
654	13100	13109
655	13110	13128
656	13129	13147
657	13148	13157
658	13158	13160
659	13161	13164
660	13165	13241
661	13242	13270
662	13271	13284
663	13285	13304
664	13305	13312
665	13313	13336
666	13337	13342
667	13343	13390
668	13391	13401
669	13402	13410
670	13411	13416
671	13417	13424
672	13425	13446
673	13447	13474
674	13475	13506
675	13507	13530
676	13531	13543
677	13544	13573
678	13574	13580
679	13581	13597
680	13598	13603
681	13604	13614
682	13615	13629
683	13630	13641
684	13642	13649
685	13650	13660
686	13661	13679
687	13680	13720
688	13721	13727
689	13728	13734
690	13735	13750
691	13751	13773
692	13774	13777
693	13778	13816
694	13817	13821
695	13822	13863
696	13864	13892
697	13893	13901
698	13902	13911
699	13912	13933
700	13934	13941
701	13942	13950
702	13951	13954
703	13955	13963
704	13964	14012
705	14013	14045
706	14046	14077
707	14078	14082
708	14083	14088
709	14089	14119
710	14120	14130
711	14131	14156
712	14157	14168
713	14169	14191
714	14192	14220
715	14221	14260
716	14261	14270
717	14271	14290
718	14291	14293
719	14294	14322
720	14323	14338
721	14339	14346
722	14347	14353
723	14354	14385
724	14386	14393
725	14394	14409
726	14410	14444
727	14445	14531
728	14532	14539
729	14540	14590
730	14591	14599
731	14600	14606
732	14607	14620
733	14621	14649
734	14650	14674
735	14675	14722
736	14723	14730
737	14731	14748
738	14749	14767
739	14768	14775
740	14776	14815
741	14816	14836
742	14837	14841
743	14842	14849
744	14850	14868
745	14869	14888
746	14889	14906
747	14907	14934
748	14935	14943
749	14944	14953
750	14954	14958
751	14959	14966
752	14967	14969
753	14970	14986
754	14987	14989
755	14990	15029
756	15030	15034
757	15035	15040
758	15041	15071
759	15072	15074
760	15075	15100
761	15101	15110
762	15111	15152
763	15153	15181
764	15182	15198
765	15199	15206
766	15207	15217
767	15218	15229
768	15230	15242
769	15243	15266
770	15267	15280
771	15281	15292
772	15293	15307
773	15308	15318
774	15319	15352
775	15353	15357
776	15358	15409
777	15410	15439
778	15440	15472
779	15473	15544
780	15545	15559
781	15560	15570
782	15571	15657
783	15658	15689
784	15690	15713
785	15714	15729
786	15730	15751
787	15752	15779
788	15780	15786
789	15787	15820
790	15821	15827
791	15828	15835
792	15836	15842
793	15843	15857
794	15858	15892
795	15893	15897
796	15898	15901
797	15902	15910
798	15911	15948
799	15949	15967
800	15968	15988
801	15989	16002
802	16003	16062
803	16063	16072
804	16073	16108
805	16109	16119
806	16120	16126
807	16127	16153
808	16154	16196
809	16197	16209
810	16210	16219
811	16220	16247
