43
CH_ID	CH_NDUSID	CH_NDDSID
1	1	40
2	41	159
3	160	427
4	428	476
5	477	534
6	535	566
7	567	669
8	670	741
9	742	800
10	801	806
11	807	837
12	838	1185
13	1186	1203
14	1204	1282
15	1283	1297
16	1298	1305
17	1306	1418
18	1419	1451
19	1452	1538
20	1539	1578
21	1579	1637
22	1638	1747
23	1748	2018
24	2019	2179
25	2180	2297
26	2298	2351
27	2352	2437
28	2438	2485
29	2486	2504
30	2505	2597
31	2598	2639
32	2640	2724
33	2725	2764
34	2765	2774
35	2775	2844
36	2845	2889
37	2890	2908
38	2909	2916
39	2917	3033
40	3034	3188
41	3189	3250
42	3251	3303
43	3304	3338
