7
LK_ID	LK_CMPSEQ	LK_NDUSID	LK_NDDSID	LK_RCUSID	LK_RCDSID	LK_TYPE
1	1	1	271	1	1	1
2	2	272	306	2	2	1
3	3	307	488	3	3	1
4	4	489	549	4	4	1
5	5	550	652	5	5	1
6	6	653	742	6	6	1
7	7	743	744	7	7	1
