27
CH_ID	CH_NDUSID	CH_NDDSID
1	1	63
2	64	128
3	129	323
4	324	357
5	358	417
6	418	419
7	420	540
8	541	570
9	571	687
10	688	736
11	737	842
12	843	877
13	878	1004
14	1005	1124
15	1125	1159
16	1160	1171
17	1172	1204
18	1205	1286
19	1287	1317
20	1318	1343
21	1344	1387
22	1388	1448
23	1449	1501
24	1502	1544
25	1545	1647
26	1648	1737
27	1738	1739
