27
CH_ID	CH_NDUSID	CH_NDDSID
1	1	7
2	8	14
3	15	30
4	31	35
5	36	42
6	43	44
7	45	55
8	56	59
9	60	70
10	71	76
11	77	86
12	87	91
13	92	102
14	103	113
15	114	118
16	119	121
17	122	126
18	127	134
19	135	139
20	140	143
21	144	149
22	150	155
23	156	161
24	162	167
25	168	177
26	178	186
27	187	188
