Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
102,,,10,1,0.1595,,74.11,,0.02175,94.21,0.097,,,,,0.01814,16.52,,,,0.02200,50.00,0.01200,50.00,,,,,,,,,1
103,,,10,1,1.1022,,76.82,,0.05022,139.14,0.227,,,,,0.02968,247.88,,,,0.10053,50.00,0.09635,50.00,,,,,,,,,1
111,,,11,0,1.2189,,90.62,,0.08769,176.93,0.392,,,,,0.06268,129.23,,,,0.04053,50.00,0.02747,50.00,,,,,,,,,1
112,,,11,1,4.8136,,82.24,,0.10429,100.82,0.453,,,,,0.02332,223.08,,,,0.08689,50.00,0.06509,50.00,,,,,,,,,1
113,,,11,1,1.7654,,81.30,,0.10886,198.49,0.468,,,,,0.05775,105.63,,,,0.06711,50.00,0.06089,50.00,,,,,,,,,1
122,,,12,1,0.1796,,73.00,,0.13611,139.58,0.474,,,,,0.00001,0.00,,,,0.03400,50.00,0.03256,9.20,,,,,,,,,1
123,,,12,1,1.3936,,73.34,,0.02787,279.28,0.125,,,,,0.00247,81.32,,,,0.01198,50.00,0.00200,50.00,,,,,,,,,1
131,,,13,0,1.7133,,77.49,,0.07323,118.47,0.313,,,,,0.02491,248.90,,,,0.10000,50.00,0.05600,50.00,,,,,,,,,1
132,,,13,1,0.3651,,73.53,,0.04069,112.18,0.151,,,,,0.00001,0.00,,,,0.02200,50.00,0.01373,21.78,,,,,,,,,1
133,,,13,1,0.2020,,73.44,,0.01568,178.63,0.079,,,,,0.00002,9.83,,,,0.01799,50.00,0.00399,50.00,,,,,,,,,1
